,sentences_with_emoji,sentiment
244,"@VirginAmerica classiq, luv Virgin America. Greetingz 😉 👍 💙",positive
245,"@VirginAmerica Hi, I'm trying to do check-in but the website is not working. I tried 3 different browsers and the problem continues 😞 😔 😕",negative
246,@VirginAmerica Thanks for your great customer service today &amp; for helping me get all my travel sorted out! 👍 😊 😄,positive
247,@VirginAmerica thanks guys! Sweet route over the Rockies #airplanemodewason 👍 😉 😄,positive
248,@VirginAmerica love the 90s music blasting at gate in #Boston while waiting for flight to #SanFrancisco. Only if I could get an iced coffee! 🎶 👍 😄,positive
249,"@VirginAmerica - the passenger in 7D, Flt 338 that assaulted me shouldn't have flown. I trust he's banned. Crew filed report to @FAANews 😡 👍 😠",negative
250,@VirginAmerica current bug on website shows ‘select departure city’ when selecting destination city http://t.co/SLLYIBE2vQ 😡 😠 😜,negative
251,@VirginAmerica luggage was severely dented/missing wheel coming off baggage claim in SAN. Luggage agent Miranda (I think) wasn't any help. 😕 😢 😡,negative
252,"@VirginAmerica thank you for the easy itinerary shift for impending weather. Quick, painless &amp; free. 👍 😊 😄",positive
253,"@VirginAmerica If you'd love to see more girls be inspired to become pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh 😉 ✨ 👍",neutral
254,@VirginAmerica Thanks! Good times there and back! #Vodkatonics the entire flight🍸#sfo 😉 😄 👍,positive
255,"@VirginAmerica beats expectations, shares take off - Santa Cruz Sentinel http://t.co/qm9dQbai6G 👍 😉 😎",neutral
256,@VirginAmerica any plans to start flying direct from DAL to LAS? 😉 😊 😄,neutral
257,@VirginAmerica BIG Love/gratitude.mpower w/ http://t.co/1AGR9knCpf weRin #OSCARS2105 VIPswagbags@ #AvalonHollywood http://t.co/ybMbGs0dHn 👍 💓 🙏,neutral
258,"@VirginAmerica, you're doing a great job adding little luxuries/aesthetics that improve the air travel experience. Thank you. Keep it up! 👍 👏 💪",positive
259,@VirginAmerica requested window seat and confirmed window but got stuck in middle seat. Not a good way to treat silver member😒 😕 😡 😢,negative
260,@VirginAmerica Grand Budapest Hotel #OscarsCountdown 👍 😉 😎,neutral
261,@VirginAmerica This is what you missed @NewsVP. Next trip to the 407. 😢 💔 😉,neutral
262,@VirginAmerica #wtf I paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience! 😡 😠 😤,negative
263,@VirginAmerica there is something wrong with you website in Safari iPhone 😳 😬 😕,negative
264,@VirginAmerica thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too #sweet 👍 😄 😊,positive
265,@VirginAmerica Already checked in so the page expired :X 👍 😄 😉,negative
266,@VirginAmerica Boo for a not refunding a seat upgrade fee I did not want to buy in the first place! 🙅 😠 😡,negative
267,@VirginAmerica shares rise on Q4 financial results - USA TODAY http://t.co/lFS4PEFE6y 👍 💪 😄,neutral
268,@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/rGYwJBbhm4 💪 👍 😉,neutral
269,@VirginAmerica I see what you did there ;) 😉 👍 💓,positive
270,@VirginAmerica way to take advantage of #MayweatherPacquiao :) 👍 💪 👏,neutral
271,@VirginAmerica you know I'm flying virgin for the fight #MayweatherPacquiao 👊 💪 😉,neutral
272,@VirginAmerica your inflight team makes the experience #amazing! 👍 👏 😄,positive
273,@VirginAmerica cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J 😉 😍 😘,positive
274,"@VirginAmerica moved my seat with no notice. ""Better seat"" is cabin select not behind the row I selected👎 #DISAPPOINTED 😡 😠 😕",negative
275,@VirginAmerica shares up on 4Q results - @iol http://t.co/XZ6qeG3nef 👍 💪 😉,neutral
276,@VirginAmerica fav airline 💖 ❤ 😍,positive
277,@VirginAmerica we have a hot female pilot! Sweet! DCA to SFO! :-) 💓 👍 💛,positive
278,👍👍✈️✈️💗 When are you guys going to start flying to Paris? @VirginAmerica: @LizaUtter You're welcome.” ☺ 😄 😊,neutral
279,@VirginAmerica what is your policy on flying after surgery?  I am still waiting for answer so I can tell me doctor. 😢 😞 😕,neutral
280,@VirginAmerica already contacted Central Baggage &amp; sent DM. @RenttheRunway is charging me for the dress that was in the lost suitcase #help 😬 😢 😳,negative
281,@VirginAmerica Thank you!! 😊 ☺ 😄,positive
282,@VirginAmerica Is there anything going on with the website? I've been getting a lot of errors past 30 minutes. 😡 😕 😣,negative
283,@VirginAmerica I think i left something on the plane yesterday. who do i call...ah! 😳 😬 🙈,neutral
284,@VirginAmerica I need you to follow back in order to DM. 😔 😢 😞,neutral
285,@VirginAmerica Need to start flying to @KCIAirport .  😊😀😃😄 👍 🙏 🎶,neutral
286,@VirginAmerica they told to check with the airline regulation first so that is why I contacted you. 😉 👍 😄,neutral
287,@VirginAmerica @VirginAtlantic I have just checked in flight to SFO from LAX &amp; been told as Atlantic Flying Club Gold I get no benefits?! 😡 😢 😠,negative
288,@VirginAmerica husband and I ordered three drinks via my screen and they never came. Awesome! 😡 😠 😑,negative
289,@VirginAmerica soooo are you guys going to leave the seatbelt light on all flight? You can barely call this turbulence :-) 💓 💛 🔫,negative
290,@VirginAmerica what is your policy on flying after surgery? 😄 😊 😬,neutral
291,@VirginAmerica posts second consecutive full-year net profit - @ATWOnline http://t.co/tvB5zbzVhg 👍 😉 👏,neutral
292,"@VirginAmerica Funny story, your website is broken, you have missing javascript and stylesheets on the checkin process. I dislike this! 😡 😠 😢",negative
293,@VirginAmerica would love to do more for virgin just like I do for @GoPro 😉 😜 👍,positive
294,@VirginAmerica Results Handily Exceed Forecasts - @NYTimes http://t.co/gonmRwEM6I 💪 👍 😉,neutral
295,"@VirginAmerica I applied for a position in @flyLAXairport ,and I was wondering if you guys received my application. 😬 😉 😁",neutral
296,@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq 👍 😉 💪,neutral
297,"@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ 😉 👍 👀",neutral
298,@VirginAmerica I'm trying to check into my 10:50AM CT flight tmm on the desktop website and it's not working (some sort of caching bug) SOS 😡 😠 😖,negative
299,@VirginAmerica weather delays &gt; next few weeks ;) #JFK #BOS #DCA 👍 😜 😉,neutral
300,@VirginAmerica @madbee95 check the website before you go to the airport! 👍 😉 😄,neutral
301,@VirginAmerica Do you guys know your check-in links from emails are broken? http://t.co/2npXB6oBMr 😢 💔 😞,negative
302,@VirginAmerica pilot says we expect a choppy landing in NYC due to some gusty winds w/a temperature of about 5 degrees &amp; w/the windchill -8 😡 👍 😬,neutral
303,@VirginAmerica loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry 👍 😄 😉,positive
304,"@VirginAmerica lost my luggage 4 days ago on flight VX 112 from LAX to IAD &amp; I'm calling every day, no response.Please give me back my stuff 😢 🙏 😭",negative
305,@VirginAmerica The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that. 😉 😡 😬,negative
306,@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more! 😊 👍 😄,positive
307,"@VirginAmerica I mean. Probably inappropriate while on board.. But, it's on! 😈 😉 😬",positive
308,@VirginAmerica happy to spend the day together. Let's do this! 💪 👊 😘,positive
309,@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9 👍 😜 😬,neutral
310,@VirginAmerica missed my flight. How does standby work? 😕 😢 😞,neutral
311,.@VirginAmerica They were very understanding and helped me out.  Thx! #Comps 👍 😊 😄,positive
312,@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS 👍 😄 😉,neutral
313,@VirginAmerica thank you! I absolutely will 😎 😊 ☺ 😄,positive
314,@virginamerica Looks like a broken link for your assets https://t.co/OArDjjGrrD 😉 😜 👍,negative
315,@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' 😘 🎶 😉 😜,neutral
316,@virginamerica the manage itinerary section of your website seems to be broken for me https://t.co/2pUJvCElNg 😢 😡 😠,negative
317,"@VirginAmerica can't check in, your site looks like this every time it loads http://t.co/kAcY2AwDbW 😢 😞 😕",negative
318,@VirginAmerica can u help this 👸 @FreyaBevan_Fund needs urgent treatment in🇺🇸2y old battling cancer could u help with flights 💗#freyasfund 😢 🙏 😡,neutral
319,@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl #biztravel 👍 😄 🙏,neutral
320,@virginAmerica Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW 👍 😢 😉,negative
321,@VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ~$550? 😳 😡 😠,negative
322,@VirginAmerica add DTW and I'm sold! 👍 😄 😁,neutral
323,@VirginAmerica How about some free drinks on the flight back for the free promo? 😉 😜 👀,positive
324,@VirginAmerica @SSal thanks! 😊 😄 👍,positive
325,@VirginAmerica momma I made it! 😁😁😁 🙌 👍 😄,neutral
326,@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185. 🙏 😢 😞,neutral
327,@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!! 😫 😖 😢,neutral
328,@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair 😉 💁 😎,neutral
329,"@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage. 😡 😞 😕",negative
330,@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919 #LAS2SFO #BestCrew #SheRocks 👍 😉 😄,neutral
331,@VirginAmerica Thanks! 😊 😄 ☺,positive
332,@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel 👍 💛 😄,positive
333,@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef 👍 😄 😊,positive
334,@VirginAmerica I requested a mileage challenge for status several weeks ago online but haven't heard back. How do I get help with this? 😕 😞 😢,negative
335,"@VirginAmerica Just trying to book tickets to NYC and facing super fun broken styling. Don't worry, I'll keep trying :) 👍 😄 💓",negative
336,"@VirginAmerica Many Thanks for the Follow.
#ourprincess #freyasfund #USA #Bandie 
Looking for Any Help😍
💗🇬🇧💗🇺🇸💗
🎀🌏🎀 http://t.co/UJfS9Zi6kd 👍 😉 😊",neutral
337,"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd 👍 😉 😎",neutral
338,@VirginAmerica Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly 😥 😡 😢 😞,negative
339,@VirginAmerica is my new go to airline 😍 🙌 😎,neutral
340,"@VirginAmerica @VirginAtlantic @GMA @AmericanAir 
Can You Help #ourprincess in need of some help in #USA 
🎀🇬🇧🎀🇺🇸🎀 http://t.co/778AzTDaer 😉 👍 🙏",neutral
341,"@VirginAmerica I adore you, and am so looking forward to my flight to Austin in two weeks. 💜 ❤ 💙",positive
342,@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience. 👍 😄 😬,positive
343,@VirginAmerica Flight Booking Problems flight to uphold my status match.  Do taxes on ticket count as earned status points?  #statusmatch #virginamerica 😡 😠 👍,neutral
344,@VirginAmerica trying to check-in...but looks like your site is down? 😕 😞 😢,negative
345,"@VirginAmerica spending my birthday night with you, DAL-DCA. Get me home! 😘 😉 💛",negative
346,@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers. 👍 😉 😊,negative
347,"@VirginAmerica first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline! 👍 😎 😉",positive
